arxiv	peer_reviewed	title	instance	verdict	eps	err	rel_pct	kind	convention	src	table	row_label	col_header	sizes	note	record_eps	record_method	exact_eps	caption
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.7219		-9.778	variational?		pdf	1	0.875 16×16	Size	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.699315		-6.344	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.6982		-6.174	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.6955		-5.763	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.683015		-3.865	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.6828		-3.832	variational?		pdf	1	10 16×16 A NA PBC	Condition	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.6821		-3.726	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.681313		-3.606	variational?		pdf	1	10 16×16 A NA PBC	Condition	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.6797		-3.361	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.6786		-3.193	variational?		pdf	1	10 16×16 A NA PBC	Size	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	WEAKER	-0.524943		20.173	variational?		pdf	1	A NA PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	WEAKER	-0.524643		20.219	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	WEAKER	-0.5224		20.560	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	WEAKER	-0.5209		20.788	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	WEAKER	-0.5205		20.849	variational?		pdf	1	A NA PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.9426		-43.339	variational?		pdf	10	8×32	Type	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.9421		-43.263	variational?		pdf	10		Type	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.9409		-43.081	variational?		pdf	10	8×16	Type	8x16,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.9401		-42.959	variational?		pdf	10	8×32	Size	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.9394		-42.853	variational?		pdf	10		Size	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.9384		-42.701	variational?		pdf	10	8×16	Size	8x16,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.8612	0.0004	-30.961	projected?		pdf	2	10 × 10	QMC	10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_PA_50_6	SUB-EXACT	-0.8585		-30.550	variational?		pdf	2	10 × 10	K = 1	10x10	filling=UNSTATED(instance delta=0.0000)	-0.6576000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6576000000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
