arxiv	peer_reviewed	title	instance	verdict	eps	err	rel_pct	kind	convention	src	table	row_label	col_header	sizes	note	record_eps	record_method	exact_eps	caption
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.75445		36.136	variational?		pdf	1	16×16 PBC	Condition	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_16_P_5_2	WEAKER	-0.851	0.0004	36.305	projected?		pdf	2	4 × 4	QMC	4x4	filling=UNSTATED(instance delta=0.3750)	-1.336059436484375	DMRG (MaxBondDim = 7000)	-1.336059436528646	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.7509		36.436	variational?		pdf	1	16×16 PBC	Size	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	WEAKER	-0.7414		36.583	variational?		pdf	1	16×16 PBC	Error	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2404.07869	yes	Accurate neural quantum states for interacting lattice bosons	Hubbard/square_144_PA_72_4	WEAKER	-0.5432	0.00007	36.914	variational?		pdf	24	12×12 0 -0.444(1) 7.9× 10-26	V-score	12x12,9x10	filling=UNSTATED(instance delta=0.0000)	-0.8610416666666666	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8610416666666666	Table 2: Variational figures of merit at U/J = 16.8. 12 288 samples were used in optimizing the networks of depth D = 6 and D = 8 for the largest system size, 8192 otherwise.
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.742		37.190	variational?		pdf	1	16×16 PBC	Size	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.7419		37.198	variational?		pdf	1	0.875 16×16	Error	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.7414		37.240	variational?		pdf	1	16×16 PBC	Error	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.741		37.274	variational?		pdf	1	0.875 16×16	Size	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.737		37.613	variational?		pdf	9	0.875, 8, -0.2 NNN 4	Type	12x12	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	TABLE VI. Comparisons of converged energies on the 12×12 lattice from differentU UHF,U UHF is the interaction strength when optimizing the UHF. The UHF is fully converged when UUHF ̸=U, otherwise the UHF is insufficiently optimized FIG. 6. Comparisons of spin structure factors betweent ′=0
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	WEAKER	-0.7275		37.772	variational?		pdf	1	10 16×16 A NA PBC	Error	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.7275		38.417	variational?		pdf	1	10 16×16 A NA PBC	Error	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_2	WEAKER	-0.726015		38.543	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1813333333333333	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1813333333333333	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.02644	no	Solving the Hubbard model with Neural Quantum States	Hubbard/square_100_P_50_4	WEAKER	-0.5254	0.0003	38.992	projected?		html	0	AFQMC	10 × 10	10x10		-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	Table S1 : Benchmark energy in pure Hubbard model at half-filling with PBC. NQS achieve comparable results with the numerically exact AFQMC values [ 47 ] .
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_4	WEAKER	-0.524943		39.034	variational?		pdf	1	A NA PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8610416666666666	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8610416666666666	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	WEAKER	-0.524943		39.045	variational?		pdf	1	A NA PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.02644	no	Solving the Hubbard model with Neural Quantum States	Hubbard/square_100_P_50_4	WEAKER	-0.52492		39.048	variational?		html	0	NQS	10 × 10	10x10		-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	Table S1 : Benchmark energy in pure Hubbard model at half-filling with PBC. NQS achieve comparable results with the numerically exact AFQMC values [ 47 ] .
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_4	WEAKER	-0.524643		39.069	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8610416666666666	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8610416666666666	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	WEAKER	-0.524643		39.080	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_16_P_5_7.74264	WEAKER	-0.66997664	3e-8	39.106	projected?		html	2	16	QMC [ 76 ]	N=16,L=16	filling=UNSTATED(instance delta=0.3750)	-1.10023314375	DMRG (MaxBondDim = 7000)	-1.100233222198693	Table 3: Variational energies obtained from our RNN wavefunctions after performing zero-variance extrapolation for the SLAHM with periodic boundary conditions. Improved statistical estimates of these energies and their corresponding errors were obtained using the wild bootstrap method [ 87 ] and 10 
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_16_P_5_7.74264	WEAKER	-0.6699687	9e-7	39.107	variational?		html	2	16	RNN	N=16,L=16	filling=UNSTATED(instance delta=0.3750)	-1.10023314375	DMRG (MaxBondDim = 7000)	-1.100233222198693	Table 3: Variational energies obtained from our RNN wavefunctions after performing zero-variance extrapolation for the SLAHM with periodic boundary conditions. Improved statistical estimates of these energies and their corresponding errors were obtained using the wild bootstrap method [ 87 ] and 10 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_4	WEAKER	-0.5224		39.329	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8610416666666666	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8610416666666666	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	WEAKER	-0.5224		39.340	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_4	WEAKER	-0.5209		39.504	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8610416666666666	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8610416666666666	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	WEAKER	-0.5209		39.515	variational?		pdf	1	1 8 12×12 PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_144_PA_72_4	WEAKER	-0.5205		39.550	variational?		pdf	1	A NA PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8610416666666666	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8610416666666666	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	WEAKER	-0.5205		39.561	variational?		pdf	1	A NA PBC	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	WEAKER	-0.6828		41.595	variational?		pdf	1	10 16×16 A NA PBC	Condition	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	WEAKER	-0.681313		41.722	variational?		pdf	1	10 16×16 A NA PBC	Condition	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	WEAKER	-0.6786		41.954	variational?		pdf	1	10 16×16 A NA PBC	Size	16x16,12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.186744		-37.801	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1846		-37.552	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1833		-37.401	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_P_50_4	SUB-EXACT	-1.169	0.0008	-35.741	projected?		pdf	2	10 × 10	QMC	10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1677		-35.590	variational?		pdf	2	10 × 10	K = 1	10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.114744		-29.441	variational?		pdf	1	80/100 4 10×10 PBC	Condition	10x10,12x12,8x8	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1109		-28.994	variational?		pdf	1	80/100 4 10×10 PBC	Condition	10x10,12x12,8x8	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.110244		-28.918	variational?		pdf	1	116/144 12×12	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1086		-28.727	variational?		pdf	1	80/100 4 10×10 PBC	Condition	10x10,12x12,8x8	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1061		-28.437	variational?		pdf	1	116/144 12×12	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1038		-28.170	variational?		pdf	1	116/144 12×12	Condition	12x12,8x8,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
